OBJECTID,FOREST_NAME,WATERSHED_CODE,WATERSHED_NAME,WATERSHED_CONDITION_FS_AREA,TOTAL_WATERSHED_AREA_ACRES,FS_OWNERSHIP_PERCENT,NONFS_AREA_PERCENT,AQUATIC_BIOTA_CONDITION,RIPARIAN_WETLAND_VEG_CONDITION,WATER_QUALITY_CONDITION,WATER_QUANTITY_CONDITION,AQUATIC_HABITAT_CONDITION,ROADS_AND_TRAILS_CONDITION,SOIL_CONDITION,FIRE_EFFECTS_REGIME_CONDITION,FOREST_COVER_CONDITION,FOREST_HEALTH_CONDITION,INVASIVE_SPECIES_CONDITION,RANGELAND_VEGETATION_CONDITION,YEAR_PRIORITY_IDENTIFIED,PRINCIPAL_REASON,SELECTION_NARRATIVE,KNOWN_PARTNERS,APPROVAL_DATE,ESTIMATED_COMPLETION_DATE,ESSENTIAL_PROJECT_COUNT,ESSENTIAL_PROJECT_EST_COST,ACTUAL_COMPLETION_DATE,RESTORATION_ACTION_PLAN,RESTORATION_ACTION_PLAN_IND,FS_UNIT_ID,WRAP_NAME,WRAP_APPROVAL_DATE,ACCOMPLISH_REPORT_IND,USFS_OWNERSHIP_ACRES
6871,Nez Perce-Clearwater National Forest,170602070705,Rhett Creek,Functioning Properly,12355.6,97,3,Good,Fair,Good,Good,Good,Good,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,11975.663
6933,Helena-Lewis And Clark National Forest,100301011203,Hellgate Gulch,Impaired Function,11191.4,74,26,Poor,Poor,Poor,Poor,Fair,Poor,Fair,Good,Good,Good,Poor,Poor,,,,,,,,,,,,0115,,,,8285.381000000001
6950,Custer Gallatin National Forest,100200081102,Smith Creek,Functioning Properly,32775.2,28,72,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,9100.804
6998,Helena-Lewis And Clark National Forest,100301011406,Lower Tenmile Creek,Functioning at Risk,20434.100000000002,22,78,Poor,Fair,Poor,Fair,Fair,Poor,Good,Fair,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,4458.36
7066,Kootenai National Forest,170102130704,Lower Big Beaver Creek,Functioning Properly,24988.600000000002,72,28,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,17920.236
7176,Flathead National Forest,170102080204,Truman Creek,Functioning Properly,23741.0,57,43,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Poor,----,,,,,,,,,,,,0110,,,,13478.342
7192,Flathead National Forest,170102060505,Upper Coal Creek,Functioning Properly,14954.7,94,6,Fair,Good,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,----,,,,,,,,,,,,0110,,,,14043.859
7241,Dakota Prairie Grasslands,101102050202,Bowline Creek,Functioning at Risk,25075.100000000002,82,18,Fair,Good,Good,Fair,Fair,Poor,Poor,Good,Good,Good,Good,Fair,,,,,,,,,,,,0118,,,,20580.799
7412,Idaho Panhandle National Forests,170102140106,Lower Pack River,Functioning at Risk,37663.6,16,84,Poor,Poor,Poor,Good,Fair,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0104,,,,6009.495
7639,Flathead National Forest,170102100305,Upper Logan Creek,Functioning Properly,26775.2,80,20,Poor,Good,Fair,Good,Good,Fair,Good,Good,Good,Good,Fair,----,,,,,,,,,,,,0110,,,,21455.146
7482,Helena-Lewis And Clark National Forest,100301011303,Warm Springs Creek,Functioning at Risk,13243.800000000001,68,32,Poor,Fair,Poor,Good,Fair,Poor,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,8983.81
7524,Helena-Lewis And Clark National Forest,100301030403,Moose Creek,Functioning at Risk,23263.2,97,3,Poor,Fair,Good,Good,Good,Poor,Poor,Good,Fair,Fair,Poor,Good,,,,,,,,,,,,0115,,,,22568.897
7588,Flathead National Forest,170102090403,Middle Spotted Bear River,Functioning Properly,19426.100000000002,100,0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,----,,,,,,,,,,,,0110,,,,19426.094
7650,Bitterroot National Forest,170102050803,Bitterroot River-Chaffin Creek,Functioning at Risk,12936.6,74,27,Fair,Fair,Good,Fair,Fair,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,,,0103,,,,9502.69
7725,Idaho Panhandle National Forests,170103020103,Placer Creek,Functioning at Risk,10017.9,68,32,Fair,Good,Fair,Fair,Fair,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,6770.946
7755,Bitterroot National Forest,170602070403,Lower Sabe Creek,Functioning Properly,16176.9,100,0,Good,Fair,Good,Good,Good,Good,Good,Fair,Good,Fair,Fair,Good,,,,,,,,,,,,0103,,,,16174.207
8141,Bitterroot National Forest,170102051104,Sweathouse Creek,Functioning at Risk,18270.7,67,33,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,,,0103,,,,12247.1
8047,Beaverhead-Deerlodge National Forest,100200040908,Middle Wise River,Functioning at Risk,20331.5,96,5,Fair,Fair,Poor,Fair,Fair,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,19412.982
8063,Helena-Lewis And Clark National Forest,100301010804,Middle Deep Creek,Functioning at Risk,18758.8,77,23,Fair,Poor,Good,Good,Good,Poor,Fair,Fair,Poor,Fair,Fair,Fair,,,,,,,,,,,,0115,,,,14419.829000000002
8130,Helena-Lewis And Clark National Forest,100402010206,Muddy Creek,Functioning Properly,9367.300000000001,10,90,Good,Fair,Good,Good,Good,Fair,Good,Good,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,919.774
8195,Helena-Lewis And Clark National Forest,100301050103,Upper Dry Fork Belt Creek,Functioning at Risk,18526.2,93,7,Poor,Fair,Poor,Good,Fair,Fair,Fair,Fair,Good,Fair,Poor,Fair,,,,,,,,,,,,0115,,,,17167.616
8207,Lolo National Forest,170102040103,Grant Creek,Functioning Properly,18760.9,53,47,Fair,Fair,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,,,0116,,,,10000.466
8385,Idaho Panhandle National Forests,170101040302,Dobson Creek-Kootenai River,Functioning at Risk,16420.9,27,73,Fair,Fair,Good,Fair,Fair,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,,,0104,,,,4490.029
8490,Lolo National Forest,170102040104,Clark Fork River-Marshall Creek,Functioning at Risk,26141.600000000002,13,87,Fair,Fair,Good,Good,Fair,Good,Fair,Fair,Poor,Good,Fair,----,,,,,,,,,,,,0116,,,,3502.6
8530,Dakota Prairie Grasslands,101102030801,Second Creek-Little Missouri River,Functioning Properly,10602.4,62,39,Fair,Good,Fair,Good,Good,Fair,Fair,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,6515.5740000000005
8543,Custer Gallatin National Forest,100700050402,Upper West Rosebud Creek,Functioning Properly,30501.9,98,2,Fair,Good,Poor,Fair,Good,Good,Good,Good,Good,Good,Good,----,,,,,,,,,,,,0111,,,,29788.416
8547,Helena-Lewis And Clark National Forest,100301020901,Headwaters Sand Creek Coulee,Functioning Properly,36555.8,5,95,Poor,Fair,Good,Fair,Good,Good,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,,,0115,,,,1946.631
8690,Helena-Lewis And Clark National Forest,100402010101,Upper North Fork Musselshell River,Functioning at Risk,23874.7,53,47,Poor,Fair,Poor,Good,Poor,Fair,Poor,Fair,Poor,Fair,Fair,Fair,,,,,,,,,,,,0115,,,,12637.055
8583,Bitterroot National Forest,170102050304,Trapper Creek,Functioning Properly,18181.7,99,1,Fair,Fair,Good,Good,Good,Good,Good,Fair,Good,Good,Poor,Fair,,,,,,,,,,,,0103,,,,18027.563000000002
8641,Custer Gallatin National Forest,100700020201,Rock Creek,Functioning Properly,18232.4,75,25,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0111,,,,13752.902
8643,Custer Gallatin National Forest,100700020304,East Fork Mill Creek,Functioning Properly,20922.9,97,3,Good,Good,Good,Fair,Good,Good,Poor,Fair,Fair,Good,Good,Good,,,,,,,,,,,,0111,,,,20332.351
8692,Dakota Prairie Grasslands,101303020804,Outlet Lodgepole Creek,Functioning at Risk,13164.2,14,86,Fair,Fair,Good,Fair,Fair,Poor,Good,Fair,----,Good,Good,Good,,,,,,,,,,,,0118,,,,1850.5720000000001
8906,Dakota Prairie Grasslands,101102050407,Elkhorn Creek,Functioning Properly,23246.7,30,70,Fair,Good,Good,Good,Good,Poor,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,,,0118,,,,7068.309
8993,Dakota Prairie Grasslands,101303030402,Thunder Hawk Creek-Grand River,Functioning at Risk,18587.5,39,61,Fair,Fair,Good,Poor,Fair,Poor,Good,Good,----,Good,Good,Good,,,,,,,,,,,,0118,,,,7249.463000000001
9077,Helena-Lewis And Clark National Forest,100301040201,Straight Creek,Functioning Properly,24838.9,100,0,Fair,Good,Good,Good,Good,Good,Poor,Fair,Poor,Fair,Poor,----,,,,,,,,,,,,0115,,,,24838.467
9434,Helena-Lewis And Clark National Forest,100301040103,Headwaters North Fork Sun River,Functioning Properly,14939.300000000001,100,0,Fair,Good,Good,Good,Good,Good,Poor,Poor,Poor,Good,Good,Good,,,,,,,,,,,,0115,,,,14939.276
9250,Lolo National Forest,170102130903,Deep Creek,Functioning at Risk,8916.2,94,6,Fair,Fair,Good,Fair,Fair,Poor,Fair,Fair,Fair,Good,Fair,----,,,,,,,,,,,,0116,,,,8406.182
9375,Idaho Panhandle National Forests,170103040104,Simmons Creek,Functioning Properly,24703.8,100,0,Good,Good,Fair,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,24703.839
9421,Helena-Lewis And Clark National Forest,100402010801,Upper Antelope Creek,Functioning Properly,34462.8,13,87,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0115,,,,4357.548
9458,Bitterroot National Forest,170102050203,Little West Fork,Functioning Properly,15570.5,99,1,Fair,Fair,Good,Good,Good,Good,Good,Fair,Good,Fair,Fair,Good,,,,,,,,,,,,0103,,,,15374.544
9519,Dakota Prairie Grasslands,101102031203,Lower Whitetail Creek,Functioning at Risk,19246.5,86,14,Fair,Fair,Good,Fair,Poor,Fair,Poor,Good,Good,Good,Good,Poor,,,,,,,,,,,,0118,,,,16604.263
9525,Custer Gallatin National Forest,100700021201,Headwaters Sweet Grass Creek,Functioning Properly,22526.7,67,33,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,15005.634
9661,Idaho Panhandle National Forests,170102140201,Gold Creek,Functioning Properly,14018.0,94,6,Good,Fair,Poor,Good,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0104,,,,13222.916000000001
9932,Beaverhead-Deerlodge National Forest,100200070502,Lake Creek,Functioning at Risk,32714.9,81,19,Poor,Fair,Fair,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,26579.578
9741,Beaverhead-Deerlodge National Forest,100200030101,West Fork Ruby River,Functioning at Risk,13818.5,100,0,Fair,Fair,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,13818.457
9804,Nez Perce-Clearwater National Forest,170603070104,Lake Creek,Functioning Properly,22113.600000000002,99,1,Good,Fair,Fair,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,21955.357
9852,Nez Perce-Clearwater National Forest,170603050204,Lower American River,Functioning at Risk,15624.9,58,43,Good,Poor,Poor,Fair,Poor,Fair,Poor,Poor,Good,Good,Good,----,,,,,,,,,,,,0117,,,,8979.451000000001
10013,Custer Gallatin National Forest,100901020403,Birney Creek-Tongue River,Functioning Properly,27298.100000000002,8,92,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,2301.382
10028,Helena-Lewis And Clark National Forest,100301011701,Upper Beaver Creek,Functioning at Risk,19597.5,57,43,Fair,Poor,Poor,Good,Fair,Fair,Good,Fair,Good,Fair,Fair,Poor,,,,,,,,,,,,0115,,,,11213.662
10038,Bitterroot National Forest,170102050501,Tolan Creek,Functioning Properly,12914.0,97,3,Fair,Fair,Good,Good,Fair,Good,Good,Fair,Good,Fair,Fair,Fair,,,,,,,,,,,,0103,,,,12559.720000000001
10055,Nez Perce-Clearwater National Forest,170603050302,Lower Crooked River,Impaired Function,16977.0,94,7,Good,Poor,Poor,Poor,Poor,Fair,Poor,Poor,Good,Good,Good,----,,,,,,,,,,,,0117,,,,15877.892
10100,Beaverhead-Deerlodge National Forest,100200020302,West Fork Blacktail Deer Creek,Functioning at Risk,33141.0,27,73,Poor,Fair,Fair,Good,Fair,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,8807.284
10202,Bitterroot National Forest,170603010101,Swet Creek-Selway River,Functioning Properly,35052.5,100,0,Good,Fair,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0103,,,,35052.356
10430,Beaverhead-Deerlodge National Forest,100200020202,Middle Rattlesnake Creek,Functioning at Risk,10750.300000000001,96,4,Fair,Fair,Poor,Fair,Good,Poor,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,10345.418
10334,Helena-Lewis And Clark National Forest,100301011202,Avalanche Creek,Impaired Function,25764.5,88,12,Poor,Fair,Poor,Poor,Poor,Poor,Fair,Fair,Good,Good,Fair,Fair,,,,,,,,,,,,0115,,,,22579.561
10364,Kootenai National Forest,170102131306,Lower Cabinet Gorge Reservoir,Functioning Properly,24336.600000000002,54,46,Fair,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,13045.166000000001
10395,Custer Gallatin National Forest,100700020103,Bassett Creek-Yellowstone River,Functioning Properly,16713.5,79,21,Poor,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,13278.303
10438,Custer Gallatin National Forest,100901020104,Lower Bear Creek,Functioning at Risk,13516.2,89,11,Fair,Fair,Good,Fair,Fair,Good,Fair,Fair,Poor,Good,Good,Good,,,,,,,,,,,,0111,,,,12073.653
10480,Custer Gallatin National Forest,100700020905,Speculator Creek-Boulder River,Functioning Properly,25110.3,99,1,Fair,Good,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,24766.05
10531,Custer Gallatin National Forest,100901021001,Headwaters Pumpkin Creek,Functioning Properly,27200.8,5,95,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,1424.742
10567,Helena-Lewis And Clark National Forest,100301030209,Big Birch Creek,Functioning at Risk,19703.3,49,51,Fair,Fair,Good,Poor,Good,Fair,Fair,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0115,,,,9718.018
10643,Nez Perce-Clearwater National Forest,170603030602,Hungery Creek,Functioning Properly,22680.9,100,0,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,----,,,,,,,,,,,,0117,,,,22680.891
10669,Beaverhead-Deerlodge National Forest,100200040306,Miner Creek,Functioning at Risk,19253.7,69,31,Poor,Fair,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,13253.065
10700,Helena-Lewis And Clark National Forest,100301011104,Upper Beaver Creek,Functioning at Risk,16587.0,95,6,Poor,Fair,Poor,Good,Fair,Poor,Fair,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0115,,,,15670.809000000001
10732,Bitterroot National Forest,170102050802,Lower Rye Creek,Functioning at Risk,22073.8,53,47,Poor,Fair,Fair,Fair,Fair,Poor,Fair,Fair,Fair,Good,Poor,Fair,,,,,,,,,,,,0103,,,,11719.468
10790,Idaho Panhandle National Forests,170101040502,Cow Creek,Functioning at Risk,14113.7,97,3,Fair,Fair,Poor,Good,Fair,Good,Fair,Good,Good,Good,Fair,Fair,,,,,,,,,,,,0104,,,,13692.321
11051,Lolo National Forest,170102130401,Radio Creek,Functioning at Risk,9768.6,100,0,Fair,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Fair,Fair,----,,,,,,,,,,,,0116,,,,9768.611
10847,Helena-Lewis And Clark National Forest,100301020103,Falls Creek,Functioning Properly,25627.100000000002,96,4,Poor,Fair,Good,Good,Good,Good,Poor,Poor,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,24500.466
10919,Nez Perce-Clearwater National Forest,170603070503,Little Weitas Creek,Functioning Properly,19472.2,100,0,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,19472.170000000002
11031,Kootenai National Forest,170102131305,Elk Creek,Functioning Properly,20888.7,67,34,Good,Poor,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,13888.251
11072,Nez Perce-Clearwater National Forest,170603050503,Tenmile Creek,Functioning Properly,34352.4,100,0,Good,Good,Fair,Good,Good,Fair,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,34297.733
11134,Helena-Lewis And Clark National Forest,100401030702,East Fork Big Spring Creek,Functioning Properly,34541.8,24,76,Good,Good,Fair,Poor,Good,Fair,Good,Fair,Good,Good,Fair,Good,,,,,,,,,,,,0115,,,,8247.755000000001
11145,Flathead National Forest,170102090105,Upper Youngs Creek,Functioning Properly,32979.4,100,0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,----,,,,,,,,,,,,0110,,,,32976.956
11211,Custer Gallatin National Forest,100700060101,Broadwater Creek-Clarks Fork Yellowstone River,Functioning Properly,39468.3,96,5,Fair,Good,Poor,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,37675.892
11309,Nez Perce-Clearwater National Forest,170603050301,Upper Crooked River,Functioning at Risk,28643.100000000002,99,1,Good,Good,Poor,Fair,Fair,Fair,Poor,Fair,Good,Good,Good,----,,,,,,,,,,,,0117,,,,28411.331
11520,Bitterroot National Forest,170102050703,Middle Sleeping Child Creek,Functioning at Risk,14370.9,99,1,Poor,Fair,Fair,Good,Good,Good,Good,Fair,Poor,Fair,Poor,Fair,,,,,,,,,,,,0103,,,,14243.333
11358,Helena-Lewis And Clark National Forest,100301011404,Skelly Gulch,Functioning at Risk,7889.8,30,71,Fair,Fair,Poor,Fair,Fair,Poor,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,,,0115,,,,2328.621
11382,Nez Perce-Clearwater National Forest,170603020404,Ohara Creek,Functioning Properly,37898.700000000004,100,0,Fair,Fair,Good,Good,Fair,Poor,Good,Poor,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,37898.719
11511,Helena-Lewis And Clark National Forest,100402020102,Minerva Creek,Functioning Properly,10740.0,9,91,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Good,Fair,Good,,,,,,,,,,,,0115,,,,942.839
11550,Helena-Lewis And Clark National Forest,100302010202,Lonesome Creek-Badger Creek,Functioning Properly,20896.0,100,0,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Poor,Good,,,,,,,,,,,,0115,,,,20895.945
11571,Lolo National Forest,170102040803,Big Creek,Functioning at Risk,19441.4,85,16,Fair,Fair,Poor,Fair,Poor,Poor,Fair,Fair,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,16418.836
11672,Custer Gallatin National Forest,101303020206,Sioux Creek,Functioning at Risk,18076.600000000002,29,71,Poor,Fair,Good,Fair,Fair,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,5257.804
11829,Custer Gallatin National Forest,101303010105,Middle Crooked Creek,Functioning Properly,14944.2,14,86,Good,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,2117.578
12208,Lolo National Forest,170102120104,Little Bitterroot River-Hubbart Reservoir,Functioning at Risk,38466.0,5,95,Fair,Fair,Good,Good,Fair,Poor,Good,Fair,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,2017.978
11932,Custer Gallatin National Forest,100200080504,Storm Castle Creek,Functioning at Risk,25998.2,100,0,Poor,Good,Fair,Good,Fair,Fair,Poor,Fair,Poor,Good,Good,Good,,,,,,,,,,,,0111,,,,25939.352
12028,Nez Perce-Clearwater National Forest,170603070903,Lower Skull Creek,Functioning Properly,15256.9,100,0,Good,Good,Good,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0117,,,,15256.944
12194,Lolo National Forest,170102130104,Lazier Creek,Functioning at Risk,15253.5,16,84,Fair,Fair,Poor,Good,Good,Fair,Good,Good,Fair,Good,Good,----,,,,,,,,,,,,0116,,,,2400.931
12261,Lolo National Forest,170102040811,Little Joe Creek,Impaired Function,27709.3,99,1,Fair,Fair,Poor,Good,Fair,Poor,Good,Fair,Good,Good,Fair,----,,,,,,,,,,,,0116,,,,27491.741
12718,Beaverhead-Deerlodge National Forest,100200040407,Town of Wisdom-Big Hole River,Functioning at Risk,19839.2,11,89,Poor,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,2243.244
12511,Kootenai National Forest,170101030102,East Fork Yaak River,Functioning Properly,40410.0,93,7,Good,Good,Fair,Fair,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,37588.04
12608,Beaverhead-Deerlodge National Forest,100200040808,Meadow Creek-Big Hole River,Functioning at Risk,23820.9,61,39,Fair,Fair,Good,Fair,Fair,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0102,,,,14612.349
12629,Flathead National Forest,170102100303,Sheppard Creek,Functioning Properly,24136.600000000002,95,6,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,----,2011,"<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Invasive Species</Value></Concern></Concerns><Cost>&lt; $100,000</Cost></Principal_Reason>","The vast majority of the Sheppard Creek watershed burned in 2007.  Through Burned Area Emergency Response (BAER), several culverts were upgraded and weeds were treated along roads and trails.  Post-fire timber salvage work was completed in the fall of 2010.  Virtually all collector and arterial roads were upgraded to BMP standards to support salvage harvest.  In addition, two major AOP projects were implemented.  Substantial investments have been made in this watershed.  With a few more small investments, Sheppard Creek can be classified into a Class 1 watershed.",,2012-08-21,2014-09-30,4,34500,2013-09-30,,Y,0110,Sheppard Creek Watershed Action Plan,2012-08-21,Y,22803.427
12783,Kootenai National Forest,170101020102,Island Creek,Functioning Properly,24678.5,16,84,Good,Poor,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,0114,,,,3899.85
12825,Kootenai National Forest,170102130702,Little Beaver Creek,Functioning Properly,14133.9,77,23,Fair,Good,Good,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,,,,,,,,,,,,0114,,,,10867.054
12831,Custer Gallatin National Forest,100700030302,Smith Creek,Functioning at Risk,15907.9,61,39,Poor,Good,Good,Good,Fair,Poor,Good,Fair,Fair,Good,Fair,Good,,,,,,,,,,,,0111,,,,9727.397
13013,Helena-Lewis And Clark National Forest,100402010207,Upper South Fork Musselshell River,Functioning Properly,33116.6,6,94,Fair,Fair,Good,Poor,Fair,Good,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,1842.2230000000002
12979,Helena-Lewis And Clark National Forest,100301030304,Spring Creek,Functioning Properly,12371.2,9,92,Poor,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,1055.367
12980,Custer Gallatin National Forest,100700021405,Lower Lower Deer Creek,Functioning Properly,18016.8,7,93,Poor,Good,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,,,,,,,,,,,,0111,,,,1296.333
12993,Helena-Lewis And Clark National Forest,100401030304,Middle Fork Judith River,Functioning at Risk,24134.4,97,3,Poor,Poor,Good,Fair,Fair,Poor,Poor,Fair,Good,Good,Good,Poor,,,,,,,,,,,,0115,,,,23384.456
13019,Beaverhead-Deerlodge National Forest,170102020802,Upper Middle Fork Rock Creek,Functioning Properly,14065.2,100,0,Fair,Good,Good,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,,,0102,,,,14004.182
13026,Helena-Lewis And Clark National Forest,100401031201,Running Wolf Creek,Functioning Properly,23496.7,52,49,Poor,Good,Good,Fair,Good,Good,Poor,Fair,Good,Good,Good,Good,,,,,,,,,,,,0115,,,,12109.61
13098,Helena-Lewis And Clark National Forest,100402010208,West Fork Cottonwood Creek,Functioning Properly,29682.9,79,21,Fair,Fair,Good,Fair,Good,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,23464.455
13108,Helena-Lewis And Clark National Forest,100301011802,Headwaters Little Prickley Pear Creek,Functioning at Risk,11772.1,87,13,Poor,Fair,Good,Poor,Fair,Poor,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,,,0115,,,,10210.752
13116,Beaverhead-Deerlodge National Forest,100200040502,May Creek,Functioning Properly,10255.5,100,0,Poor,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,,,0102,,,,10230.387
